date,appId,rating
2019/1/1,1412972952,"[4.35, 4.35, 4.35, 4.526315789473684, 4.526315789473684, 4.538461538461538, 4.526315789473684]"
2019/1/1,1378384555,"[4.025974025974026, 4.038961038961039, 4.038961038961039, 4.038961038961039, 4.038961038961039, 4.038961038961039, 4.038961038961039, 3.9893048128342246, 3.99468085106383, 4.015706806282722, 4.025906735751295, 4.0, 4.005, 4.01, 3.9950248756218905]"
2019/1/1,1349689573,"[4.157894736842105, 4.157894736842105, 4.157894736842105, 4.157894736842105, 4.157894736842105, 4.157894736842105, 4.157894736842105, 4.095238095238095, 4.095238095238095, 4.095238095238095, 4.095238095238095, 4.15, 4.15, 4.15, 4.15]"
2019/1/1,1317692806,"[4.496598639455782, 4.496598639455782, 4.496598639455782, 4.496598639455782, 4.470198675496689, 4.470198675496689, 4.470198675496689, 4.490322580645161, 4.490322580645161, 4.490322580645161, 4.490322580645161, 4.490322580645161, 4.490322580645161, 4.471337579617835, 4.471337579617835]"
2019/1/1,964436963,"[4.305232169142245, 4.305232169142245, 4.305232169142245, 4.305232169142245, 4.305232169142245, 4.305232169142245, 4.305232169142245, 4.305232169142245, 4.305232169142245, 4.303777544596013, 4.303777544596013, 4.303777544596013, 4.303777544596013, 4.302841572596341, 4.302841572596341]"
2019/1/1,1317231325,"[4.699542354388116, 4.699445199493326, 4.699445199493326, 4.699445199493326, 4.699513293203391, 4.699453238071171, 4.699535754542155, 4.6994937365142535, 4.699551518246006, 4.699551518246006, 4.699387786939201, 4.69939113732814, 4.6993594117201125, 4.699314100888904, 4.699219119645405]"
2019/1/1,880047117,"[4.688090714934689, 4.688090714934689, 4.688090714934689, 4.687187970987189, 4.687187970987189, 4.687187970987189, 4.6864233062171445, 4.6857127770672236, 4.6856256341977, 4.6850653344032045, 4.684923087729157, 4.684610883557636, 4.684275435592002, 4.68423850188666, 4.684058427910887]"
2019/1/1,1171311339,"[4.385897435897436, 4.386499148211244, 4.386499148211244, 4.3868908278357095, 4.387021276595744, 4.387021276595744, 4.387021276595744, 4.387021276595744, 4.386844331641286, 4.3871035940803385, 4.386694825765575, 4.388528365082688, 4.389816360601002, 4.389689000208724, 4.390243902439025]"
2019/1/1,603527166,"[4.59213463850249, 4.59213463850249, 4.59213463850249, 4.59213463850249, 4.59213463850249, 4.592660132208799, 4.592660132208799, 4.59245154322742, 4.592417869728316, 4.592417869728316, 4.5919850144746555, 4.592517006802721, 4.592598889266689, 4.5922126501927, 4.592302896332823]"
2019/1/1,1049420215,"[4.774342745861733, 4.774342745861733, 4.7744979433825305, 4.774607013301088, 4.773858419908191, 4.773858419908191, 4.77381239450205, 4.774843975036005, 4.774843975036005, 4.775388291517324, 4.775286259541985, 4.775553967119371, 4.77587437544611, 4.77587437544611, 4.772759517616458]"
2019/1/1,1208561922,"[4.877542151359794, 4.8775299138867085, 4.8775284762518805, 4.877532829595392, 4.877532829595392, 4.877486738111473, 4.877459361031525, 4.87745326155173, 4.877476700550306, 4.877476700550306, 4.8774809542369235, 4.8774809542369235, 4.877459797036883, 4.877450439125487, 4.877466442810748]"
2019/1/1,1287138671,"[3.9726027397260273, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.9324324324324325, 3.8875, 3.8875, 3.8875, 3.8875]"
2019/1/1,1034920425,"[4.849268240572588, 4.85020716031021, 4.850227730113335, 4.850243592459225, 4.850015854560828, 4.850015854560828, 4.849846997995146, 4.85016835016835, 4.849832214765101, 4.849832214765101, 4.849654739485248, 4.849654739485248, 4.849588841469761, 4.849588841469761, 4.849588841469761]"
2019/1/1,1248033433,"[4.90674429388428, 4.908073541167067, 4.908302601415329, 4.908302601415329, 4.908302601415329, 4.908302601415329, 4.908831773480926, 4.909679824765811, 4.910097451617331, 4.91062845742269, 4.910552219262202, 4.909975335708413, 4.909975335708413, 4.910789206377247, 4.910987849973587]"
2019/1/1,496177674,"[3.869565217391304, 3.869565217391304, 3.869565217391304, 3.869565217391304, 3.869565217391304, 3.869565217391304, 3.869565217391304, 3.869565217391304, 3.8333333333333335, 3.8333333333333335, 3.8333333333333335, 3.8219178082191783, 3.8219178082191783, 3.8219178082191783, 3.7837837837837838]"
2019/1/2,1203637303,"[4.489300998573467, 4.479374110953058, 4.473758865248227, 4.473758865248227, 4.473758865248227, 4.474504249291785, 4.471830985915493, 4.477715877437326, 4.475300400534046, 4.468169761273209, 4.464473684210526, 4.465968586387435, 4.465968586387435, 4.466057441253263, 4.463636363636364]"
2019/1/2,1372015773,"[4.850299401197605, 4.850299401197605, 4.823529411764706, 4.823529411764706, 4.823529411764706, 4.823529411764706, 4.823529411764706, 4.81413612565445, 4.831838565022421, 4.831838565022421, 4.819047619047619, 4.819047619047619, 4.819047619047619, 4.8006872852233675, 4.7974068071312805]"
2019/1/2,1297832243,"[4.7781725228542955, 4.7781725228542955, 4.7781725228542955, 4.7781725228542955, 4.7781725228542955, 4.7781725228542955, 4.778626926506178, 4.778285327581102, 4.778285327581102, 4.778611157930221, 4.778455969018354, 4.778355922957492, 4.778545987848314, 4.778367534584361, 4.778422855233481]"
2019/1/2,564007552,"[3.871461361897475, 3.8693659281894575, 3.8693659281894575, 3.8693659281894575, 3.8693659281894575, 3.8728103579588726, 3.8728103579588726, 3.8746200607902734, 3.8746200607902734, 3.8746200607902734, 3.8799093655589125, 3.8799093655589125, 3.8850746268656717, 3.887732342007435, 3.8926720947446336]"
2019/1/2,1278845241,"[4.408819376561312, 4.408819376561312, 4.409818339100346, 4.409818339100346, 4.409818339100346, 4.411378084258162, 4.411378084258162, 4.413800492874746, 4.414704623287672, 4.414704623287672, 4.415973555129026, 4.416063829787234, 4.416817263739769, 4.417162276975361, 4.4172768757295975]"
2019/1/2,1425579722,"[4.7280334728033475, 4.7280334728033475, 4.7280334728033475, 4.7280334728033475, 4.7799352750809065, 4.7799352750809065, 4.788856304985337, 4.862686567164179, 4.8844537815126055, 4.8844537815126055, 4.898098859315589, 4.898285714285715, 4.898285714285715, 4.901081916537867, 4.903765690376569]"
2019/1/2,1150091977,"[5.0, 5.0, 5.0, 5.0, 5.0]"
2019/1/2,1434377500,"[4.78642480983031, 4.78642480983031, 4.7875436554132715, 4.7875436554132715, 4.7875436554132715, 4.7875436554132715, 4.7875436554132715, 4.798179871520342, 4.798179871520342, 4.806078147612157, 4.811753902662994, 4.811753902662994, 4.812551953449709, 4.8138877674606375, 4.815831344470962]"
2019/1/2,1419904843,"[4.704791344667697, 4.704791344667697, 4.705701078582434, 4.705701078582434, 4.705701078582434, 4.705701078582434, 4.710344827586207, 4.713757396449704, 4.722341184867951, 4.722341184867951, 4.738613861386138, 4.739185750636132, 4.7395171537484115, 4.741650913673598, 4.741650913673598]"
2019/1/2,1298839048,"[4.8423094477407576, 4.8423094477407576, 4.8423094477407576, 4.843411552346571, 4.843411552346571, 4.843411552346571, 4.843411552346571, 4.845402677199912, 4.845402677199912, 4.846036751114494, 4.845919477693145, 4.847146081909061, 4.846826666666667, 4.846987567739879, 4.847312055985579]"
2019/1/2,1147622827,"[4.809905316824472, 4.809905316824472, 4.809905316824472, 4.809905316824472, 4.809905316824472, 4.8120950323974085, 4.812051649928264, 4.812051649928264, 4.812051649928264, 4.812051649928264, 4.813759555246699, 4.813759555246699, 4.813759555246699, 4.813759555246699, 4.813759555246699]"
2019/1/2,1297949618,"[4.666666666666667, 4.666666666666667, 4.654088050314465, 4.654088050314465, 4.654088050314465, 4.654088050314465, 4.654088050314465, 4.66060606060606, 4.656626506024097, 4.656626506024097, 4.6726190476190474, 4.6726190476190474, 4.674556213017752, 4.654970760233918, 4.656976744186046]"
2019/1/2,1362785881,"[4.333333333333333, 4.333333333333333, 4.333333333333333, 4.333333333333333, 4.333333333333333, 4.333333333333333, 4.76, 4.797752808988764, 4.797752808988764, 4.797752808988764, 4.795527156549521, 4.795527156549521, 4.796747967479675, 4.804568527918781, 4.802973977695167]"
2019/1/2,1378959821,"[4.367549668874172, 4.367549668874172, 4.367549668874172, 4.367549668874172, 4.367549668874172, 4.367549668874172, 4.364820846905538, 4.364820846905538, 4.364820846905538, 4.364820846905538, 4.35048231511254, 4.35048231511254, 4.35048231511254, 4.35625, 4.362229102167182]"
2019/1/3,1316322292,"[4.833674081510228, 4.833245743757715, 4.833260110810085, 4.83340641672148, 4.833513789705471, 4.833602663329405, 4.832373223192397, 4.830250311094094, 4.830414921964218, 4.830957591530136, 4.831167913304671, 4.831240382017456, 4.831083298176534, 4.830870490308401, 4.830803665104567]"
2019/1/3,1319618742,"[4.131474103585657, 4.131537242472266, 4.127358490566038, 4.133540372670807, 4.135802469135802, 4.120912547528517, 4.113050075872534, 4.113050075872534, 4.107331821617536, 4.132512671976828, 4.131597975415763, 4.130340333091962, 4.127628716461204, 4.12463556851312, 4.12536443148688]"
2019/1/3,1341665328,"[4.828507795100223, 4.827433628318584, 4.827433628318584, 4.827433628318584, 4.827433628318584, 4.8283828382838285, 4.829134720700986, 4.829134720700986, 4.825517993456924, 4.827361563517916, 4.827361563517916, 4.827361563517916, 4.827361563517916, 4.824973319103522, 4.825902335456475]"
2019/1/3,1267197755,"[4.931034482758621, 4.931034482758621, 4.931034482758621, 4.931034482758621, 4.931034482758621, 4.931034482758621, 4.931034482758621, 4.9375, 4.9393939393939394, 4.9393939393939394, 4.945945945945946, 4.945945945945946, 4.95, 4.95, 4.857142857142857]"
2019/1/3,1096287686,"[4.052083333333333, 4.052083333333333, 4.052083333333333, 4.061224489795919, 4.061224489795919, 4.061224489795919, 4.061224489795919, 4.061224489795919, 4.061224489795919, 4.03030303030303, 4.03030303030303, 4.03030303030303, 4.04, 4.03030303030303, 4.02]"
2019/1/3,982527142,"[4.295457886226664, 4.294954532120856, 4.294954532120856, 4.294954532120856, 4.295132290600789, 4.295132290600789, 4.293800145878921, 4.292061179898034, 4.292061179898034, 4.292061179898034, 4.2929131571304096, 4.2929131571304096, 4.293178519593614, 4.293178519593614, 4.293178519593614]"
2019/1/3,1258524226,"[4.774172146954809, 4.774191916542384, 4.774230823975368, 4.7742770848586185, 4.774384404157096, 4.774394177672977, 4.77443032673482, 4.774466256178347, 4.774485347564405, 4.77463817541368, 4.774657846886014, 4.774724699459682, 4.774849898059861, 4.775023750053871, 4.77491867310528]"
2019/1/3,1301868323,"[4.783333333333333, 4.783333333333333, 4.783333333333333, 4.783333333333333, 4.783333333333333, 4.783333333333333, 4.783333333333333, 4.783333333333333, 4.788617886178862, 4.792, 4.7936507936507935, 4.7936507936507935, 4.761904761904762, 4.761904761904762, 4.761904761904762]"
2019/1/3,1396336802,"[4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679, 4.19484240687679]"
2019/1/3,1292099839,"[4.550522648083624, 4.550522648083624, 4.550522648083624, 4.550522648083624, 4.550522648083624, 4.550522648083624, 4.550522648083624, 4.550522648083624, 4.550522648083624, 4.567857142857143, 4.567857142857143, 4.567857142857143, 4.557894736842106, 4.557894736842106, 4.555944055944056]"
2019/1/3,722179140,"[4.844735481647424, 4.844735481647424, 4.846192580988083, 4.846192580988083, 4.846192580988083, 4.846192580988083, 4.846924255691769, 4.847261464898935, 4.849095855336854, 4.848304549283909, 4.848673538799644, 4.848802239966815, 4.849067240672407, 4.849485900437748, 4.849280484726079]"
2019/1/3,562413829,"[4.556818181818182, 4.556818181818182, 4.556818181818182, 4.556818181818182, 4.556818181818182, 4.556818181818182, 4.556818181818182, 4.556818181818182, 4.556818181818182, 4.569811320754717, 4.569811320754717, 4.554716981132075, 4.552238805970149, 4.552238805970149, 4.552238805970149]"
2019/1/3,469863705,"[4.261707988980716, 4.261707988980716, 4.261707988980716, 4.261707988980716, 4.261707988980716, 4.2771739130434785, 4.2771739130434785, 4.2771739130434785, 4.2771739130434785, 4.282258064516129, 4.281081081081081, 4.281081081081081, 4.283018867924528, 4.288770053475936, 4.288]"
2019/1/3,1133960732,"[4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.6118143459915615, 4.607938718662953, 4.607938718662953, 4.610995128740432, 4.610995128740432, 4.610995128740432, 4.610957004160888]"
2019/1/3,1111105894,"[4.935047807451368, 4.935047807451368, 4.934188877920368, 4.934188877920368, 4.934188877920368, 4.934188877920368, 4.934188877920368, 4.933878887070376, 4.934073107049608, 4.934069503085417, 4.9343891402714934, 4.934558349451966, 4.934558349451966, 4.93591797500801, 4.936]"
2019/1/3,908519492,"[4.432926829268292, 4.432926829268292, 4.4323995127892815, 4.4323995127892815, 4.4323995127892815, 4.4323995127892815, 4.4323995127892815, 4.432889963724305, 4.432889963724305, 4.4351515151515155, 4.4365175332527205, 4.433051869722557, 4.433051869722557, 4.433734939759036, 4.435096153846154]"
2019/1/3,1198851756,"[4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.881720430107527, 4.882978723404255, 4.882978723404255, 4.882978723404255, 4.882978723404255, 4.88421052631579]"
